codigo,descricao,salario_medio_atual,modelo_vencedor,score,previsao_5,previsao_10,previsao_15,previsao_20,tendencia_salarial,tendencia_mercado
21205,Cabo da Policia Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
21210,Soldado da Policia Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
30105,Coronel Bombeiro Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
30110,Major Bombeiro Militar,2057.07,Fallback,0.0,1500.0,1500.0,1500.0,1500.0,Estável,RETRAÇÃO LEVE
30115,Tenente-Coronel Bombeiro Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
30205,Capitao Bombeiro Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
30305,Tenente do Corpo de Bombeiros Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
31105,Subtenente Bombeiro Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
31110,Sargento Bombeiro Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
31205,Cabo Bombeiro Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
31210,Soldado Bombeiro Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111105,Senador,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111110,Deputado Federal,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111115,Deputado Estadual e Distrital,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111120,Vereador,1760.14,XGBoost,0.9999652977936828,612.4234619140625,612.4234619140625,612.4234619140625,612.4234619140625,Decrescente,CRESCIMENTO LEVE
111205,Presidente da Republica,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111210,Vice-Presidente da Republica,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111215,Ministro de Estado,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111220,Secretario - Executivo,1555.7191176470587,XGBoost,0.9999717636611976,1555.60546875,1555.60546875,1555.60546875,1555.60546875,Crescente,CRESCIMENTO LEVE
111225,Membro Superior do Poder Executivo,7050.0,Fallback,0.0,7050.0,7050.0,7050.0,7050.0,Decrescente,RETRAÇÃO LEVE
111230,Governador de Estado,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111235,Governador do Distrito Federal,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111240,Vice-Governador de Estado,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111245,Vice-Governador do Distrito Federal,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111250,Prefeito,16000.0,Fallback,0.0,16000.0,16000.0,16000.0,16000.0,Crescente,RETRAÇÃO LEVE
111255,Vice-Prefeito,2016.51,Fallback_after_preproc,0.0,0.0,0.0,0.0,0.0,Sem dados,Sem dados
111305,Ministro do Supremo Tribunal Federal,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111310,Ministro do Superior Tribunal de Justica,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111315,Ministro do  Superior Tribunal Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111320,Ministro do  Superior Tribunal do Trabalho,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111325,Juiz de Direito,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111330,Juiz Federal,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111335,Juiz Auditor Federal - Justica Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111340,Juiz Auditor Estadual - Justica Militar,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111345,Juiz do Trabalho,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
111405,Dirigente do Servico Publico Federal,2335.0,XGBoost,0.999966645037858,2343.3115234375,2343.3115234375,2343.3115234375,2343.3115234375,Oscilante,RETRAÇÃO LEVE
111410,Dirigente do Servico Publico Estadual e Distrital,2005.42,XGBoost,0.9999624954548412,1446.2235107421875,1446.2235107421875,1446.2235107421875,1446.2235107421875,Estável,RETRAÇÃO LEVE
111415,Dirigente do Servico Publico Municipal,2043.68,XGBoost,0.999963172116813,860.8843994140625,860.8843994140625,860.8843994140625,860.8843994140625,Oscilante,RETRAÇÃO LEVE
111505,Especialista de Políticas Públicas e Gestão Governamental - Eppgg,2175.0,XGBoost,0.999960069499697,2174.736572265625,2174.736572265625,2174.736572265625,2174.736572265625,Crescente,CRESCIMENTO LEVE
111510,Analista de Planejamento e Orçamento - Apo,2624.558823529412,XGBoost,0.9999710954226486,2623.526611328125,2623.526611328125,2623.526611328125,2623.526611328125,Decrescente,CRESCIMENTO LEVE
113005,Cacique,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
113010,Lider de Comunidade Caicara,2087.75,XGBoost,0.9999666388288856,2084.96484375,2084.96484375,2084.96484375,2084.96484375,Oscilante,RETRAÇÃO LEVE
113015,Membro de Lideranca Quilombola,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
114105,Dirigente de Partido Politico,4200.0,Fallback,0.0,4200.0,4200.0,4200.0,4200.0,Oscilante,RETRAÇÃO LEVE
114205,Dirigentes de Entidades de Trabalhadores,2084.65,Linear,1.0,1641.0,1923.5,2206.0,2488.5,Crescente,RETRAÇÃO LEVE
114210,Dirigentes de Entidades Patronais,2093.68,Linear,1.0,1212.0,1212.0,1212.0,1212.0,Crescente,CRESCIMENTO LEVE
114305,Dirigente e Administrador de Organizacao Religiosa,5041.75,XGBoost,0.9999679109650392,5030.56591796875,5030.56591796875,5030.56591796875,5030.56591796875,Decrescente,CRESCIMENTO LEVE
114405,Dirigente e Administrador de Organizacao da Sociedade Civil sem Fins Lucrativos,4551.0,XGBoost,0.999964685028928,4548.33349609375,4548.33349609375,4548.33349609375,4548.33349609375,Decrescente,CRESCIMENTO LEVE
121005,Diretor de Planejamento Estrategico,2489.4454545454546,XGBoost,0.9999672395537902,2485.206298828125,2485.206298828125,2485.206298828125,2485.206298828125,Estável,CRESCIMENTO LEVE
121010,Diretor Geral de Empresa e Organizacoes (Exceto de Interesse Publico),8849.72418478261,XGBoost,0.9999830327664776,8842.1298828125,8842.1298828125,8842.1298828125,8842.1298828125,Decrescente,CRESCIMENTO LEVE
122105,Diretor de Producao e Operacoes em Empresa Agropecuaria,1970.21,XGBoost,0.9999725426301924,1304.2410888671875,1304.2410888671875,1304.2410888671875,1304.2410888671875,Crescente,CRESCIMENTO LEVE
122110,Diretor de Producao e Operacoes em Empresa Aquicola,1778.87,Fallback,0.0,1302.0,1302.0,1302.0,1302.0,Oscilante,RETRAÇÃO LEVE
122115,Diretor de Producao e Operacoes em Empresa Florestal,1794.75,Fallback,0.0,1518.0,1518.0,1518.0,1518.0,Decrescente,CRESCIMENTO LEVE
122120,Diretor de Producao e Operacoes em Empresa Pesqueira,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
122205,"Diretor de Producao e Operacoes da Industria de Transformacao, Extracao Mineral e Utilidades",11360.0,XGBoost,0.9999671110207048,11347.076171875,11347.076171875,11347.076171875,11347.076171875,Oscilante,RETRAÇÃO LEVE
122305,Diretor de Operacoes de Obras Publica e Civil,19651.0,XGBoost,0.9999664824563425,19567.25,19567.25,19567.25,19567.25,Crescente,CRESCIMENTO LEVE
122405,Diretor de Operacoes Comerciais (Comercio Atacadista e Varejista),5898.8,XGBoost,0.999962008933234,5894.39697265625,5894.39697265625,5894.39697265625,5894.39697265625,Estável,RETRAÇÃO LEVE
122505,Diretor de  Producao e Operacoes de Alimentacao,40506.25,XGBoost,0.9999668967217176,40315.27734375,40315.27734375,40315.27734375,40315.27734375,Decrescente,RETRAÇÃO LEVE
122510,Diretor de  Producao e Operacoes de Hotel,2020.7,Fallback,0.0,1302.0,1302.0,1302.0,1302.0,Crescente,CRESCIMENTO LEVE
122515,Diretor de  Producao e Operacoes de Turismo,1626.11,Linear,1.0,438.0,-642.0,-1722.0,-2802.0,Decrescente,CRESCIMENTO LEVE
122520,Turismologo,1945.28,XGBoost,0.9999806141918098,1367.1993408203125,1367.1993408203125,1367.1993408203125,1367.1993408203125,Estável,RETRAÇÃO LEVE
122605,Diretor de Operacoes de Correios,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
122610,Diretor de Operacoes de Servicos de Armazenamento,5409.5,Linear,1.0,16832.0,28254.5,39677.0,51099.5,Crescente,CRESCIMENTO LEVE
122615,Diretor de Operacoes de Servicos de Telecomunicacoes,1622.17,Prophet,0.9999999995198888,1246.2186383095134,1166.393316296645,1086.5679942837764,1006.69895632238,Decrescente,RETRAÇÃO LEVE
122620,Diretor de Operacoes de Servicos de Transporte,6831.5,XGBoost,0.9999601919325622,6844.15966796875,6844.15966796875,6844.15966796875,6844.15966796875,Crescente,CRESCIMENTO LEVE
122705,Diretor Comercial em Operacoes de Intermediacao Financeira,10901.0,XGBoost,0.9999729215939168,10860.541015625,10860.541015625,10860.541015625,10860.541015625,Crescente,RETRAÇÃO LEVE
122710,Diretor de Produtos Bancarios,2016.51,Fallback_after_preproc,0.0,0.0,0.0,0.0,0.0,Sem dados,Sem dados
122715,Diretor de Credito Rural,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
122720,Diretor de Cambio e Comercio Exterior,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
122725,Diretor de Compliance,6963.0,XGBoost,0.999968526897774,6960.90478515625,6960.90478515625,6960.90478515625,6960.90478515625,Crescente,CRESCIMENTO LEVE
122730,Diretor de Credito (Exceto Credito Imobiliario),2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
122735,Diretor de Credito Imobiliario,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
122740,Diretor de Leasing,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
122745,Diretor de Mercado de Capitais,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
122750,Diretor de Recuperacao de Creditos em Operacoes de Intermediacao Financeira,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
122755,Diretor de Riscos de Mercado,1689.75,Fallback,0.0,1302.0,1302.0,1302.0,1302.0,Estável,RETRAÇÃO LEVE
123105,Diretor Administrativo,5292.343358395989,XGBoost,0.9999705172031854,5278.29248046875,5278.29248046875,5278.29248046875,5278.29248046875,Decrescente,CRESCIMENTO LEVE
123110,Diretor Administrativo e Financeiro,6802.733333333334,XGBoost,0.999972135548234,6798.400390625,6798.400390625,6798.400390625,6798.400390625,Crescente,RETRAÇÃO LEVE
123115,Diretor Financeiro,4269.850490196079,XGBoost,0.99996625863943,4261.9931640625,4261.9931640625,4261.9931640625,4261.9931640625,Estável,CRESCIMENTO LEVE
123205,Diretor de Recursos Humanos,19282.70833333333,XGBoost,0.9999677885391498,19214.51953125,19214.51953125,19214.51953125,19214.51953125,Crescente,CRESCIMENTO LEVE
123210,Diretor de Relacoes de Trabalho,2008.51,Linear,1.0,1749.0,2121.5,2494.0,2866.5,Crescente,RETRAÇÃO LEVE
123305,Diretor Comercial,9526.981481481482,XGBoost,0.9999622257962884,9504.064453125,9504.064453125,9504.064453125,9504.064453125,Oscilante,RETRAÇÃO LEVE
123310,Diretor de Marketing,9590.5,XGBoost,0.9999600176681764,9558.6171875,9558.6171875,9558.6171875,9558.6171875,Decrescente,RETRAÇÃO LEVE
123405,Diretor de Suprimentos,1840.0,XGBoost,0.9999600319601952,1839.72314453125,1839.72314453125,1839.72314453125,1839.72314453125,Decrescente,RETRAÇÃO LEVE
123410,Diretor de Suprimentos no Servico Publico,2016.51,NoData_Fallback,0.0,2025.13,2059.07,2093.0,2126.93,Sem dados,Sem dados
123605,Diretor de Servicos de Informatica,6728.85,XGBoost,0.9999614919515672,6710.5751953125,6710.5751953125,6710.5751953125,6710.5751953125,Decrescente,RETRAÇÃO LEVE
123705,Diretor de Pesquisa e Desenvolvimento (P&D),7401.0,XGBoost,0.9999840450035584,7417.9814453125,7417.9814453125,7417.9814453125,7417.9814453125,Estável,RETRAÇÃO LEVE
123805,Diretor de Manutencao,2088.37,XGBoost,0.999979888167025,1301.9267578125,1301.9267578125,1301.9267578125,1301.9267578125,Decrescente,RETRAÇÃO LEVE
131105,Diretor de Servicos Culturais,6670.958333333333,XGBoost,0.9999685881832066,6654.2158203125,6654.2158203125,6654.2158203125,6654.2158203125,Crescente,CRESCIMENTO LEVE
131110,Diretor de Servicos Sociais,2860.0,XGBoost,0.9999600195702696,2858.899658203125,2858.899658203125,2858.899658203125,2858.899658203125,Estável,CRESCIMENTO LEVE
131115,Gerente de Servicos Culturais,4494.212121212121,XGBoost,0.9999647163394008,4480.42236328125,4480.42236328125,4480.42236328125,4480.42236328125,Oscilante,CRESCIMENTO LEVE
131120,Gerente de Servicos Sociais,3043.4838056680164,XGBoost,0.999961318488993,3041.89111328125,3041.89111328125,3041.89111328125,3041.89111328125,Oscilante,CRESCIMENTO LEVE
131205,Diretor de Servicos de Saude,5181.714285714285,XGBoost,0.9999600564737536,5173.56201171875,5173.56201171875,5173.56201171875,5173.56201171875,Estável,CRESCIMENTO LEVE
131210,Gerente de Servicos de Saude,2645.808861698183,XGBoost,0.9999605208958456,2639.579833984375,2639.579833984375,2639.579833984375,2639.579833984375,Crescente,RETRAÇÃO LEVE
131215,Tecnólogo em Gestão Hospitalar,2151.0,XGBoost,0.9999673712338264,2149.93603515625,2149.93603515625,2149.93603515625,2149.93603515625,Crescente,CRESCIMENTO LEVE
131220,Gerontólogo,10000.0,Fallback,0.0,10000.0,10000.0,10000.0,10000.0,Oscilante,CRESCIMENTO LEVE
131225,Sanitarista,1962.31,XGBoost,0.9999651633663076,1344.294677734375,1344.294677734375,1344.294677734375,1344.294677734375,Crescente,CRESCIMENTO LEVE
131305,Diretor de Instituicao Educacional da Area Privada,3808.058467741936,XGBoost,0.9999687193698134,3803.13427734375,3803.13427734375,3803.13427734375,3803.13427734375,Oscilante,RETRAÇÃO LEVE
131310,Diretor de Instituicao Educacional Publica,2196.083333333333,XGBoost,0.9999601382014692,2191.380615234375,2191.380615234375,2191.380615234375,2191.380615234375,Estável,RETRAÇÃO LEVE
131315,Gerente de Instituicao Educacional da Area Privada,1772.356979405035,XGBoost,0.9999688499246884,1779.93115234375,1779.93115234375,1779.93115234375,1779.93115234375,Oscilante,RETRAÇÃO LEVE
131320,Gerente de Servicos Educacionais da Area Publica,1650.0,Fallback,0.0,1650.0,1650.0,1650.0,1650.0,Estável,CRESCIMENTO LEVE
141105,Gerente de Producao e Operacoes  Aquicolas,3426.5,XGBoost,0.9999678235427594,3418.47900390625,3418.47900390625,3418.47900390625,3418.47900390625,Estável,CRESCIMENTO LEVE
141110,Gerente de Producao e Operacoes  Florestais,4275.0,XGBoost,0.9999637322310652,4262.87451171875,4262.87451171875,4262.87451171875,4262.87451171875,Crescente,RETRAÇÃO LEVE
141115,Gerente de Producao e Operacoes Agropecuarias,5445.4120370370365,XGBoost,0.9999609567350268,5430.19580078125,5430.19580078125,5430.19580078125,5430.19580078125,Crescente,RETRAÇÃO LEVE
141120,Gerente de Producao e Operacoes Pesqueiras,2151.0,XGBoost,0.9999880178338788,2154.3564453125,2154.3564453125,2154.3564453125,2154.3564453125,Estável,RETRAÇÃO LEVE
141205,Gerente de Producao e Operacoes,3471.6135290214293,XGBoost,0.9999687628957,3465.6220703125,3465.6220703125,3465.6220703125,3465.6220703125,Crescente,RETRAÇÃO LEVE
141305,Gerente de Producao e Operacoes da Construcao Civil e Obras Publicas,5156.375901875902,XGBoost,0.999967926359684,5144.5693359375,5144.5693359375,5144.5693359375,5144.5693359375,Crescente,CRESCIMENTO LEVE
141405,Comerciante Atacadista,1754.12,XGBoost,0.9999706955849902,1514.6964111328125,1514.6964111328125,1514.6964111328125,1514.6964111328125,Estável,RETRAÇÃO LEVE
141410,Comerciante Varejista,1604.5761114690722,XGBoost,0.999963534162632,1602.9775390625,1602.9775390625,1602.9775390625,1602.9775390625,Crescente,RETRAÇÃO LEVE
141415,Gerente de Loja e Supermercado,1944.316534040672,XGBoost,0.9999717478124576,1942.7406005859373,1942.7406005859373,1942.7406005859373,1942.7406005859373,Estável,RETRAÇÃO LEVE
141420,Gerente de Operacoes de Servicos de Assistencia Tecnica,2966.560606060606,XGBoost,0.9999623676837578,2959.71826171875,2959.71826171875,2959.71826171875,2959.71826171875,Estável,RETRAÇÃO LEVE
141505,Gerente de Hotel,2789.454968944099,XGBoost,0.9999747731666444,2788.443359375,2788.443359375,2788.443359375,2788.443359375,Estável,RETRAÇÃO LEVE
141510,Gerente de Restaurante,2080.462833420502,XGBoost,0.9999664388825212,2077.483154296875,2077.483154296875,2077.483154296875,2077.483154296875,Crescente,RETRAÇÃO LEVE
141515,Gerente de Bar,2073.107142857143,XGBoost,0.9999658486334247,2069.9677734375,2069.9677734375,2069.9677734375,2069.9677734375,Estável,RETRAÇÃO LEVE
141520,Gerente de Pensao,2401.0,XGBoost,0.9999618770311188,2406.002197265625,2406.002197265625,2406.002197265625,2406.002197265625,Decrescente,CRESCIMENTO LEVE
141525,Gerente de Turismo,2250.0,XGBoost,0.9999704190782198,2245.716064453125,2245.716064453125,2245.716064453125,2245.716064453125,Crescente,CRESCIMENTO LEVE
141605,Gerente de Operacoes de Transportes,5188.503289473684,XGBoost,0.9999658555017876,5173.78271484375,5173.78271484375,5173.78271484375,5173.78271484375,Crescente,CRESCIMENTO LEVE
141610,Gerente de Operacoes de Correios e Telecomunicacoes,4368.46875,XGBoost,0.9999654995416826,4367.9677734375,4367.9677734375,4367.9677734375,4367.9677734375,Estável,CRESCIMENTO LEVE
141615,Gerente de Logistica (Armazenagem e Distribuicao),3605.382882882883,XGBoost,0.9999623054579448,3600.478515625,3600.478515625,3600.478515625,3600.478515625,Decrescente,RETRAÇÃO LEVE
141705,Gerente de Produtos Bancarios,3558.655555555556,XGBoost,0.9999822725945368,3557.084228515625,3557.084228515625,3557.084228515625,3557.084228515625,Decrescente,RETRAÇÃO LEVE
141710,Gerente de Agencia,2061.492081447964,XGBoost,0.999964850055035,2059.924560546875,2059.924560546875,2059.924560546875,2059.924560546875,Decrescente,RETRAÇÃO LEVE
141715,Gerente de Cambio e Comercio Exterior,2083.79,XGBoost,0.9999716528534484,1301.938232421875,1301.938232421875,1301.938232421875,1301.938232421875,Decrescente,RETRAÇÃO LEVE
141720,Gerente de Credito e Cobranca,2159.904761904762,XGBoost,0.9999626712024268,2154.64892578125,2154.64892578125,2154.64892578125,2154.64892578125,Crescente,RETRAÇÃO LEVE
141725,Gerente de Credito Imobiliario,2250.0,Linear,1.0,0.0,-2250.0,-4500.0,-6750.0,Decrescente,RETRAÇÃO LEVE
141730,Gerente de Credito Rural,2016.51,Fallback_after_preproc,0.0,0.0,0.0,0.0,0.0,Sem dados,Sem dados
141735,Gerente de Recuperacao de Credito,1650.0,Fallback,0.0,1650.0,1650.0,1650.0,1650.0,Crescente,CRESCIMENTO LEVE
142105,Gerente Administrativo,2653.604954519225,XGBoost,0.999968407234653,2649.6962890625,2649.6962890625,2649.6962890625,2649.6962890625,Estável,RETRAÇÃO LEVE
142110,Gerente de Riscos,2459.229166666667,XGBoost,0.9999640499506556,2460.4501953125,2460.4501953125,2460.4501953125,2460.4501953125,Crescente,CRESCIMENTO LEVE
142115,Gerente Financeiro,3974.112137370659,XGBoost,0.999969113655511,3966.0732421875,3966.0732421875,3966.0732421875,3966.0732421875,Decrescente,RETRAÇÃO LEVE
142120,Tecnólogo em Gestão Administrativo- Financeira,1881.9222222222224,XGBoost,0.9999770273543432,1881.4964599609373,1881.4964599609373,1881.4964599609373,1881.4964599609373,Decrescente,RETRAÇÃO LEVE
142205,Gerente de Recursos Humanos,4419.33418972332,XGBoost,0.999965904012987,4409.5478515625,4409.5478515625,4409.5478515625,4409.5478515625,Estável,RETRAÇÃO LEVE
142210,Gerente de Departamento Pessoal,3439.643861892583,XGBoost,0.9999671423365656,3431.21533203125,3431.21533203125,3431.21533203125,3431.21533203125,Estável,RETRAÇÃO LEVE
142305,Gerente Comercial,2710.328067356013,XGBoost,0.9999724703894696,2709.669189453125,2709.669189453125,2709.669189453125,2709.669189453125,Crescente,RETRAÇÃO LEVE
142310,Gerente de Comunicacao,3587.5692307692307,XGBoost,0.9999665226919198,3579.1005859375,3579.1005859375,3579.1005859375,3579.1005859375,Crescente,CRESCIMENTO LEVE
142315,Gerente de Marketing,3136.2956645344702,XGBoost,0.9999732744418702,3134.067626953125,3134.067626953125,3134.067626953125,3134.067626953125,Estável,RETRAÇÃO LEVE
142320,Gerente de Vendas,2611.034904492395,XGBoost,0.999972664384487,2610.401123046875,2610.401123046875,2610.401123046875,2610.401123046875,Crescente,RETRAÇÃO LEVE
142325,Relacoes Publicas (A),2472.975,XGBoost,0.9999697377287158,2468.03857421875,2468.03857421875,2468.03857421875,2468.03857421875,Decrescente,RETRAÇÃO LEVE
142330,Analista de Negocios (A),2489.3053987297108,XGBoost,0.9999692430440112,2485.751220703125,2485.751220703125,2485.751220703125,2485.751220703125,Estável,CRESCIMENTO LEVE
142335,Analista de Pesquisa de Mercado (A),2386.965604675124,XGBoost,0.999966975450319,2383.375732421875,2383.375732421875,2383.375732421875,2383.375732421875,Crescente,CRESCIMENTO LEVE
142340,Ouvidor,1657.111111111111,XGBoost,0.999968464891073,1656.6607666015625,1656.6607666015625,1656.6607666015625,1656.6607666015625,Crescente,CRESCIMENTO LEVE
142345,Profissional de Relacoes Institucionais e Governamentais,1694.47,XGBoost,0.9999694929953742,1307.56103515625,1307.56103515625,1307.56103515625,1307.56103515625,Estável,CRESCIMENTO LEVE
142405,Gerente de Compras,3399.5320945945946,XGBoost,0.9999697526533592,3393.561279296875,3393.561279296875,3393.561279296875,3393.561279296875,Estável,RETRAÇÃO LEVE
142410,Gerente de Suprimentos,4471.055147058823,XGBoost,0.9999686904851468,4459.67822265625,4459.67822265625,4459.67822265625,4459.67822265625,Decrescente,RETRAÇÃO LEVE
142415,Gerente de Almoxarifado,1916.611111111111,XGBoost,0.9999638855704605,1915.2882080078125,1915.2882080078125,1915.2882080078125,1915.2882080078125,Estável,RETRAÇÃO LEVE
142505,Gerente de Rede,5229.573717948718,XGBoost,0.9999646958678152,5215.84619140625,5215.84619140625,5215.84619140625,5215.84619140625,Crescente,RETRAÇÃO LEVE
142510,Gerente de Desenvolvimento de Sistemas,4640.305555555556,XGBoost,0.9999748195382344,4638.857421875,4638.857421875,4638.857421875,4638.857421875,Decrescente,CRESCIMENTO LEVE
142515,Gerente de Producao de Tecnologia da Informacao,4021.4166666666665,XGBoost,0.999969455517535,4019.977294921875,4019.977294921875,4019.977294921875,4019.977294921875,Oscilante,CRESCIMENTO LEVE
142520,Gerente de Projetos de Tecnologia da Informacao,4359.064102564103,XGBoost,0.9999672135971976,4358.6591796875,4358.6591796875,4358.6591796875,4358.6591796875,Decrescente,RETRAÇÃO LEVE
142525,Gerente de Seguranca de Tecnologia da Informacao,2389.25,XGBoost,0.9999833384306585,2388.07763671875,2388.07763671875,2388.07763671875,2388.07763671875,Crescente,RETRAÇÃO LEVE
142530,Gerente de Suporte Tecnico de Tecnologia da Informacao,3592.632445141065,XGBoost,0.99997391986559,3591.459228515625,3591.459228515625,3591.459228515625,3591.459228515625,Decrescente,RETRAÇÃO LEVE
142535,Tecnólogo em Gestão da Tecnologia da Informação,3432.583333333333,XGBoost,0.999987044880749,3431.59033203125,3431.59033203125,3431.59033203125,3431.59033203125,Estável,RETRAÇÃO LEVE
142605,Gerente de Pesquisa e Desenvolvimento (P&D),4649.9875,XGBoost,0.9999635448364714,4643.9033203125,4643.9033203125,4643.9033203125,4643.9033203125,Oscilante,RETRAÇÃO LEVE
